Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2019,Martynas Sinkievič,Lithuania,,328.20,54.70%,84/327,74.62%,Bronze,,,,,,,
2019,Justas Želnia,Lithuania,,202.00,33.67%,216/327,34.25%,,,,,,,,
2018,Tautvydas Jasiūnas,Lithuania,,314,52.33%,44/335,87.16%,Silver,,,,,,,
2018,Martynas Sinkievič,Lithuania,,304,50.67%,50/335,85.37%,Silver,,,,,,,
2018,Gediminas Lelešius,Lithuania,,263,43.83%,92/335,72.84%,Bronze,,,,,,,
2018,Rokas Urbonas,Lithuania,,104,17.33%,244/335,27.46%,,,,,,,,
2017,Gediminas Lelešius,Lithuania,,190.03,31.67%,114/304,62.83%,Bronze,,,,,,,
2017,Zigmas Bitinas,Lithuania,,129.07,21.51%,164/304,46.38%,,,,,,,,
2017,Jonas Pukšta,Lithuania,,113.00,18.83%,180/304,41.12%,,,,,,,,
2017,Neringa Levinskaitė,Lithuania,,57.90,9.65%,248/304,18.75%,,,,,,,,
2016,Jonas Pukšta,Lithuania,,303,50.50%,92/308,70.45%,Bronze,,,,,,,
2016,Neringa Levinskaitė,Lithuania,,197,32.83%,185/308,40.26%,,,,,,,,
2016,Andrius Ovsianas,Lithuania,,178,29.67%,203/308,34.42%,,,,,,,,
2016,Gustas Mockus,Lithuania,,167,27.83%,208/308,32.79%,,,,,,,,
2015,Domantas Jadenkus,Lithuania,,379.00,63.17%,52/322,84.16%,Silver,,,,,,,
2015,Andrius Ovsianas,Lithuania,,187.55,31.26%,159/322,50.93%,Bronze,,,,,,,
2015,Ignas Kancleris,Lithuania,,153.45,25.57%,184/322,43.17%,,,,,,,,
2015,Emilijus Stankus,Lithuania,,113.07,18.84%,223/322,31.06%,,,,,,,,
2014,Mantas Pajarskas,Lithuania,,321,53.50%,86/311,72.67%,Bronze,,,,,,,
2014,Domantas Jadenkus,Lithuania,,252,42.00%,129/311,58.84%,Bronze,,,,,,,
2014,Kasparas Masiukas,Lithuania,,103,17.17%,228/311,27.01%,,,,,,,,
2014,Gustas Mockus,Lithuania,,43,7.17%,288/311,7.72%,,,,,,,,
2013,Karolis Greblikas,Lithuania,,384,64.00%,70/299,76.92%,Silver,,,,,,,
2013,Domantas Jadenkus,Lithuania,,209,34.83%,157/299,47.83%,,,,,,,,
2013,Tomas Vaškevicius,Lithuania,,204,34.00%,159/299,47.16%,,,,,,,,
2013,Vladimir Daglis,Lithuania,,197,32.83%,166/299,44.82%,,,,,,,,
2012,Karolis Greblikas,Lithuania,,259,43.17%,59/310,81.29%,Silver,,,,,,,
2012,Kęstutis Vilčinskas,Lithuania,,242,40.33%,75/310,76.13%,Silver,,,,,,,
2012,Andrius Žiūkas,Lithuania,,185,30.83%,117/310,62.58%,Bronze,,,,,,,
2012,Vladimir Daglis,Lithuania,,164,27.33%,146/310,53.23%,Bronze,,,,,,,
2011,Marijonas Petrauskas,Lithuania,,418,69.67%,51/303,83.50%,Silver,,,,,,,
2011,Kęstutis Vilčinskas,Lithuania,,369,61.50%,77/303,74.92%,Bronze,,,,,,,
2011,Karolis Greblikas,Lithuania,,313,52.17%,123/303,59.74%,Bronze,,,,,,,
2011,Ignas Rudaitis,Lithuania,,196,32.67%,205/303,32.67%,,,,,,,,
2010,Marijonas Petrauskas,Lithuania,682,83.17%,32/297,89.56%,Silver,,,,,,,,
2010,Kęstutis Vilčinskas,Lithuania,614,74.88%,81/297,73.06%,Bronze,,,,,,,,
2010,Matas Brazdeikis,Lithuania,606,73.90%,90/297,70.03%,Bronze,,,,,,,,
2010,Antanas Uršulis,Lithuania,460,56.10%,187/297,37.37%,,,,,,,,,
2009,Gediminas Liktaras,Lithuania,539,67.38%,52/301,83.06%,Silver,,,,,,,,
2009,Adas Burkšaitis,Lithuania,468,58.50%,89/301,70.76%,Bronze,,,,,,,,
2009,Marijonas Petrauskas,Lithuania,,,,,,,,,,,,,
2009,Martynas Budriūnas,Lithuania,,,,,,,,,,,,,
2008,Gediminas Liktaras,Lithuania,,248,41.33%,57/283,80.21%,Silver,,,,,,,
2008,Adas Burkšaitis,Lithuania,,210,35.00%,84/283,70.67%,Bronze,,,,,,,
2008,Vytautas Gruslys,Lithuania,,202,33.67%,88/283,69.26%,Bronze,,,,,,,
2008,Andrius Aučinas,Lithuania,,,,,,,,,,,,,
2007,Vytautas Gruslys,Lithuania,,315,52.50%,55/285,81.05%,Silver,,,,,,,
2007,Kęstutis Česnavičius,Lithuania,,291,48.50%,70/285,75.79%,Silver,,,,,,,
2007,Gediminas Liktaras,Lithuania,,187,31.17%,142/285,50.53%,Bronze,,,,,,,
2007,Vaiva Imbrasaitė,Lithuania,,,,,,,,,,,,,
2006,Vytautas Gruslys,Lithuania,,359,59.83%,40/282,86.17%,Silver,,,,,,,
2006,Vytis Banaitis,Lithuania,,344,57.33%,50/282,82.62%,Silver,,,,,,,
2006,Daumilas Ardickas,Lithuania,,263,43.83%,104/282,63.48%,Bronze,,,,,,,
2006,Andrius Aučinas,Lithuania,,,,,,,,,,,,,
2005,Daumilas Ardickas,Lithuania,,476,79.33%,28/276,90.22%,Silver,,,,,,,
2005,Vytis Banaitis,Lithuania,,346,57.67%,93/276,66.67%,Bronze,,,,,,,
2005,Vilius Visockas,Lithuania,,,,,,,,,,,,,
2005,Adomas Paltanavičius,Lithuania,,,,,,,,,,,,,
2004,Ignas Budvytis,Lithuania,,370,61.67%,67/291,77.32%,Silver,,,,,,,
2004,Vilius Naudžiūnas,Lithuania,,305,50.83%,109/291,62.89%,Bronze,,,,,,,
2004,Linas Petrauskas,Lithuania,,270,45.00%,140/291,52.23%,Bronze,,,,,,,
2004,Vilius Visockas,Lithuania,,,,,,,,,,,,,
2003,Vilius Naudžiūnas,Lithuania,,264.9,44.15%,62/265,76.98%,Silver,,,,,,,
2003,Gintautas Miliauskas,Lithuania,,223.9,37.32%,93/265,65.28%,Bronze,,,,,,,
2003,Ignas Budvytis,Lithuania,,,,,,,,,,,,,
2003,Marius Minkevičius,Lithuania,,,,,,,,,,,,,
2002,Viktor Medvedev,Lithuania,,248,41.33%,53/276,81.16%,Silver,,,,,,,
2002,Vilius Naudžiūnas,Lithuania,,197,32.83%,88/276,68.48%,Bronze,,,,,,,
2002,Martynas Kriaučiūnas,Lithuania,,154,25.67%,126/276,54.71%,Bronze,,,,,,,
2002,Dainius Kunigauskas,Lithuania,,,,,,,,,,,,,
2001,Jurgis Pašukonis,Lithuania,,376,62.67%,24/272,91.54%,Silver,,,,,,,
2001,Martynas Kriaučiūnas,Lithuania,,251,41.83%,77/272,72.06%,Bronze,,,,,,,
2001,Antanas Kompanas,Lithuania,,191,31.83%,105/272,61.76%,Bronze,,,,,,,
2001,Viktor Medvedev,Lithuania,,,,,,,,,,,,,
2000,Jurgis Pašukonis,Lithuania,,452,64.57%,47/278,83.45%,Silver,,,,,,,
2000,Gediminas Lukšys,Lithuania,,420,60.00%,59/278,79.14%,Silver,,,,,,,
2000,Antanas Kompanas,Lithuania,,260,37.14%,124/278,55.76%,Bronze,,,,,,,
2000,Justas Janauskas,Lithuania,,,,,,,,,,,,,
1999,Jurgis Pašukonis,Lithuania,,293,48.83%,37/253,85.77%,Silver,,,,,,,
1999,Remigijus Staniulis,Lithuania,,207,34.50%,78/253,69.57%,Bronze,,,,,,,
1999,Antanas Kompanas,Lithuania,,170,28.33%,106/253,58.50%,Bronze,,,,,,,
1999,Justas Kranauskas,Lithuania,,,,,,,,,,,,,
1998,Marius Gedminas,Lithuania,,540,77.14%,41/241,83.40%,Silver,,,,,,,
1998,Remigijus Staniulis,Lithuania,,460,65.71%,75/241,69.29%,Bronze,,,,,,,
1998,Gediminas Lukšys,Lithuania,,370,52.86%,103/241,57.68%,Bronze,,,,,,,
1998,Justas Kranauskas,Lithuania,,200,28.57%,152/241,37.34%,,,,,,,,
1997,Marius Gedminas,Lithuania,,290,48.33%,57/221,74.66%,Bronze,,,,,,,
1997,Arūnas Miliūnas,Lithuania,,186,31.00%,120/221,46.15%,,,,,,,,
1997,Vaidas Gasiūnas,Lithuania,,138,23.00%,149/221,33.03%,,,,,,,,
1997,Remigijus Staniulis,Lithuania,,55,9.17%,193/221,13.12%,,,,,,,,
1996,Linas Medžiūnas,Lithuania,,187,93.50%,7/220,97.27%,Gold,,,,,,,
1996,Vaidas Gasiūnas,Lithuania,,170,85.00%,24/220,89.55%,Silver,,,,,,,
1996,Tomas Laurinavičius,Lithuania,,166,83.00%,32/220,85.91%,Silver,,,,,,,
1996,Marius Gedminas,Lithuania,,88,44.00%,118/220,46.82%,,,,,,,,
1995,Linas Medžiūnas,Lithuania,,161,80.50%,9/210,96.19%,Gold,,,,,,,
1995,Tomas Laurinavičius,Lithuania,,115,57.50%,62/210,70.95%,Bronze,,,,,,,
1995,Vaidotas Urba,Lithuania,,115,57.50%,62/210,70.95%,Bronze,,,,,,,
1995,Vaidas Gasiūnas,Lithuania,,104,52.00%,76/210,64.29%,Bronze,,,,,,,
1995,Ieva Gatautytė,Lithuania,,20,10.00%,179/210,15.24%,,,,,,,,
1994,Gintautas Kučas,Lithuania,,100,50.00%,46/189,76.19%,Silver,,,,,,,
1994,Tomas Sakalauskas,Lithuania,,97,48.50%,48/189,75.13%,Silver,,,,,,,
1994,Linas Medžiūnas,Lithuania,,77,38.50%,70/189,63.49%,Bronze,,,,,,,
1994,Romualdas Dumčius,Lithuania,,67,33.50%,87/189,54.50%,Bronze,,,,,,,
1993,Marius Alaburda,Lithuania,,143,71.50%,53/155,66.45%,Bronze,,,,,,,
1993,Valdas Ambraziūnas,Lithuania,,140,70.00%,61/155,61.29%,Bronze,,,,,,,
1993,Romualdas Dumčius,Lithuania,,133,66.50%,65/155,58.71%,Bronze,,,,,,,
1993,Giedrius Meinorius,Lithuania,,,,,,,,,,,,,
1992,Giedrius Meinorius,Lithuania,,170,85.00%,47/171,73.10%,Bronze,,,,,,,
1992,Valdas Ambraziūnas,Lithuania,,160,80.00%,57/171,67.25%,Bronze,,,,,,,
1992,Marius Alaburda,Lithuania,,140,70.00%,72/171,58.48%,Bronze,,,,,,,
1992,Daumantas Kudžma,Lithuania,,,,,,,,,,,,,
