Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2000,Gregory Price,United States of America,,350,50.00%,91/278,67.63%,Bronze,,,,,,,
1999,Daniel Wright,United States of America,,310,51.67%,29/253,88.93%,Silver,,,,,,,
1999,Benjamin Mathews,United States of America,,240,40.00%,56/253,78.26%,Silver,,,,,,,
1999,Percy Liang,United States of America,,220,36.67%,71/253,72.33%,Bronze,,,,,,,
1999,David Cheng,United States of America,,157,26.17%,115/253,54.94%,Bronze,,,,,,,
1998,Adrian Sox,United States of America,,660,94.29%,16/241,93.78%,Gold,,,,,,,
1998,Matthew Craighead,United States of America,,570,81.43%,34/241,86.31%,Silver,,,,,,,
1998,Chuong Do,United States of America,,250,35.71%,133/241,45.23%,,,,,,,,
1998,Alexander Wissner-Gross,United States of America,,160,22.86%,161/241,33.61%,,,,,,,,
1997,Matthew Craighead,United States of America,,391,65.17%,14/221,94.12%,Gold,,,,,,,
1997,Daniel Adkins,United States of America,,315,52.50%,44/221,80.54%,Silver,,,,,,,
1997,Russell Cox,United States of America,,248,41.33%,75/221,66.52%,Bronze,,,,,,,
1997,Benjamin Mathews,United States of America,,194,32.33%,116/221,47.96%,,,,,,,,
1996,Daniel Adkins,United States of America,,155,77.50%,46/220,79.55%,Silver,,,,,,,
1996,Matthew Craighead,United States of America,,133,66.50%,71/220,68.18%,Bronze,,,,,,,
1996,Keldon Jones,United States of America,,111,55.50%,95/220,57.27%,Bronze,,,,,,,
1996,Joseph Turian,United States of America,,51,25.50%,177/220,20.00%,,,,,,,,
1995,Russell Cox,United States of America,,159,79.50%,11/210,95.24%,Gold,,,,,,,
1995,Hubert Chen,United States of America,,146,73.00%,23/210,89.52%,Silver,,,,,,,
1995,Daniel Adkins,United States of America,,113,56.50%,69/210,67.62%,Bronze,,,,,,,
1995,Valentin Spitkovsky,United States of America,,93,46.50%,100/210,52.86%,Bronze,,,,,,,
1995,Erika Hoffeld,United States of America,,40,20.00%,163/210,22.86%,,,,,,,,
1994,Mehul Patel,United States of America,,156,78.00%,10/189,95.24%,Gold,,,,,,,
1994,Brian Dean,United States of America,,121,60.50%,24/189,87.83%,Silver,,,,,,,
1994,Hubert Chen,United States of America,,95,47.50%,52/189,73.02%,Bronze,,,,,,,
1994,James Ayers,United States of America,,91,45.50%,56/189,70.90%,Bronze,,,,,,,
1993,Hal Burch,United States of America,,175,87.50%,15/155,90.97%,Silver,,,,,,,
1993,Mehul Patel,United States of America,,175,87.50%,15/155,90.97%,Silver,,,,,,,
1993,Eric Pabst,United States of America,,146,73.00%,51/155,67.74%,Bronze,,,,,,,
1993,Yonah Schmeidler,United States of America,,137,68.50%,62/155,60.65%,Bronze,,,,,,,
1992,Nathan Bronson,United States of America,,200,100.00%,1/171,100.00%,Gold,,,,,,,
1992,Shawn Smith,United States of America,,200,100.00%,1/171,100.00%,Gold,,,,,,,
1992,Russell Hunt,United States of America,,,,,,,,,,,,,
1992,Mike Prior,United States of America,,,,,,,,,,,,,
