Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2016,Muamer Parić,Bosnia and Herzegovina,,75,12.50%,268/308,13.31%,,,,,,,,
2016,Fahrudin Halilović,Bosnia and Herzegovina,,21,3.50%,295/308,4.55%,,,,,,,,
2015,Jan Ahmetspahić,Bosnia and Herzegovina,,147.00,24.50%,189/322,41.61%,,,,,,,,
2015,Fahrudin Halilović,Bosnia and Herzegovina,,85.41,14.23%,253/322,21.74%,,,,,,,,
2015,Elvir Crnčević,Bosnia and Herzegovina,,68.46,11.41%,274/322,15.22%,,,,,,,,
2014,Rijad Muminović,Bosnia and Herzegovina,,195,32.50%,171/311,45.34%,,,,,,,,
2014,Muhamed Parić,Bosnia and Herzegovina,,83,13.83%,250/311,19.94%,,,,,,,,
2014,Elvir Crnčević,Bosnia and Herzegovina,,74,12.33%,261/311,16.40%,,,,,,,,
2014,Nikola Ninkovic,Bosnia and Herzegovina,,43,7.17%,288/311,7.72%,,,,,,,,
2013,Rijad Muminović,Bosnia and Herzegovina,,96,16.00%,229/299,23.75%,,,,,,,,
2013,Muhamed Parić,Bosnia and Herzegovina,,81,13.50%,237/299,21.07%,,,,,,,,
2013,Armin Ašimović,Bosnia and Herzegovina,,60,10.00%,254/299,15.38%,,,,,,,,
2013,Amer Zavlan,Bosnia and Herzegovina,,10,1.67%,290/299,3.34%,,,,,,,,
2012,Daniel Ferizović,Bosnia and Herzegovina,,148,24.67%,164/310,47.42%,,,,,,,,
2012,Andrej Ivaniš,Bosnia and Herzegovina,,71,11.83%,237/310,23.87%,,,,,,,,
2012,Ishak Numanagić,Bosnia and Herzegovina,,70,11.67%,239/310,23.23%,,,,,,,,
2012,Aleksandar Kelečević,Bosnia and Herzegovina,,64,10.67%,246/310,20.97%,,,,,,,,
2011,Damir Ferizović,Bosnia and Herzegovina,,365,60.83%,86/303,71.95%,Bronze,,,,,,,
2011,Daniel Ferizović,Bosnia and Herzegovina,,266,44.33%,152/303,50.17%,,,,,,,,
2011,Hajrudin Ćoralić,Bosnia and Herzegovina,,95,15.83%,247/303,18.81%,,,,,,,,
2011,Asmir Avdičević,Bosnia and Herzegovina,,62,10.33%,257/303,15.51%,,,,,,,,
2010,Damir Ferizović,Bosnia and Herzegovina,550,67.07%,138/297,53.87%,Bronze,,,,,,,,
2010,Adnan Ademović,Bosnia and Herzegovina,526,64.15%,156/297,47.81%,,,,,,,,,
2010,Amer Mešanović,Bosnia and Herzegovina,395,48.17%,214/297,28.28%,,,,,,,,,
2010,Daniel Ferizović,Bosnia and Herzegovina,392,47.80%,215/297,27.95%,,,,,,,,,
2009,Damir Ferizović,Bosnia and Herzegovina,,,,,,,,,,,,,
2009,Adnan Ademović,Bosnia and Herzegovina,,,,,,,,,,,,,
2009,Nihad Obradović,Bosnia and Herzegovina,,,,,,,,,,,,,
2009,Igor Perić,Bosnia and Herzegovina,,,,,,,,,,,,,
2008,Ibrahim  Numanagić,Bosnia and Herzegovina,,,,,,,,,,,,,
2008,Adnan Ademović,Bosnia and Herzegovina,,,,,,,,,,,,,
2008,Nemanja  Tatic,Bosnia and Herzegovina,,,,,,,,,,,,,
2008,Igor Perić,Bosnia and Herzegovina,,,,,,,,,,,,,
2007,Emina Bukva,Bosnia and Herzegovina,,,,,,,,,,,,,
2007,Ibrahim  Numanagić,Bosnia and Herzegovina,,,,,,,,,,,,,
2007,Aleksandar  Stančić,Bosnia and Herzegovina,,,,,,,,,,,,,
2007,Marko  Lalić,Bosnia and Herzegovina,,,,,,,,,,,,,
2006,Emina Bukva,Bosnia and Herzegovina,,,,,,,,,,,,,
2006,Ibrahim  Numanagić,Bosnia and Herzegovina,,,,,,,,,,,,,
2006,Srećko  Toroman,Bosnia and Herzegovina,,,,,,,,,,,,,
2006,Alvin Abdagić,Bosnia and Herzegovina,,,,,,,,,,,,,
2005,Alvin Abdagić,Bosnia and Herzegovina,,393,65.50%,71/276,74.64%,Silver,,,,,,,
2005,Mirza  Ličina,Bosnia and Herzegovina,,,,,,,,,,,,,
2005,Dražen Žarić,Bosnia and Herzegovina,,,,,,,,,,,,,
2005,Emir Habul,Bosnia and Herzegovina,,,,,,,,,,,,,
2004,Leo Hatvani,Bosnia and Herzegovina,,265,44.17%,143/291,51.20%,Bronze,,,,,,,
2004,Alvin Abdagić,Bosnia and Herzegovina,,,,,,,,,,,,,
2004,Mirza  Ličina,Bosnia and Herzegovina,,,,,,,,,,,,,
2004,Sanjin Šehić,Bosnia and Herzegovina,,,,,,,,,,,,,
2003,Emir  Kumalić,Bosnia and Herzegovina,,180.6,30.10%,121/265,54.72%,Bronze,,,,,,,
2003,Damir Zekić,Bosnia and Herzegovina,,,,,,,,,,,,,
2003,Omar Ličina,Bosnia and Herzegovina,,,,,,,,,,,,,
2003,Leo Hatvani,Bosnia and Herzegovina,,,,,,,,,,,,,
2002,Emir  Kumalić,Bosnia and Herzegovina,,,,,,,,,,,,,
2002,Senad Uka,Bosnia and Herzegovina,,,,,,,,,,,,,
2002,Mirza Šejto,Bosnia and Herzegovina,,,,,,,,,,,,,
2002,Damir Zekić,Bosnia and Herzegovina,,,,,,,,,,,,,
2001,Igor Timarac,Bosnia and Herzegovina,,,,,,,,,,,,,
2001,Saša Stojanović,Bosnia and Herzegovina,,,,,,,,,,,,,
2001,Marko Stijak,Bosnia and Herzegovina,,,,,,,,,,,,,
2001,Emir  Kumalić,Bosnia and Herzegovina,,,,,,,,,,,,,
2000,Marko Stijak,Bosnia and Herzegovina,,250,35.71%,129/278,53.96%,Bronze,,,,,,,
2000,Rihad Šeherac,Bosnia and Herzegovina,,,,,,,,,,,,,
2000,Esad Hajdarević,Bosnia and Herzegovina,,,,,,,,,,,,,
2000,Igor Timarac,Bosnia and Herzegovina,,,,,,,,,,,,,
1999,Rihad Šeherac,Bosnia and Herzegovina,,,,,,,,,,,,,
1999,Estela Kunalić,Bosnia and Herzegovina,,,,,,,,,,,,,
1999,Esad Hajdarević,Bosnia and Herzegovina,,,,,,,,,,,,,
1999,Admir Tuzović,Bosnia and Herzegovina,,,,,,,,,,,,,
1998,Dean Čupović,Bosnia and Herzegovina,,270,38.57%,127/241,47.72%,,,,,,,,
1998,Admir Tuzović,Bosnia and Herzegovina,,110,15.71%,181/241,25.31%,,,,,,,,
1998,Tarik Karamustafić,Bosnia and Herzegovina,,60,8.57%,197/241,18.67%,,,,,,,,
1998,Adnan Mašić,Bosnia and Herzegovina,,40,5.71%,207/241,14.52%,,,,,,,,
1997,Dean Čupović,Bosnia and Herzegovina,,148,24.67%,142/221,36.20%,,,,,,,,
1997,Admir Tuzović,Bosnia and Herzegovina,,115,19.17%,158/221,28.96%,,,,,,,,
1997,Amar Čudić,Bosnia and Herzegovina,,33,5.50%,198/221,10.86%,,,,,,,,
1997,Denis Gerina,Bosnia and Herzegovina,,6,1.00%,212/221,4.52%,,,,,,,,
