Year,Contestant,Country,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Score Abs.,Score Rel.,Rank Abs.,Rank Rel.,Award
2007,Jethro Beekman,Netherlands,,,,,,,,,,,,,
2007,Paul Hooijenga,Netherlands,,,,,,,,,,,,,
2006,Thijs Marinussen,Netherlands,,308,51.33%,80/282,71.99%,Bronze,,,,,,,
2006,Pieter Bootsma,Netherlands,,229,38.17%,135/282,52.48%,Bronze,,,,,,,
2006,Bas van den Aardweg,Netherlands,,,,,,,,,,,,,
2006,Bauke Conijn,Netherlands,,,,,,,,,,,,,
2005,Bauke Conijn,Netherlands,,415,69.17%,60/276,78.62%,Silver,,,,,,,
2005,Steven Roebert,Netherlands,,,,,,,,,,,,,
2005,Jan van der Vegt,Netherlands,,,,,,,,,,,,,
2005,Timon Bijlsma,Netherlands,,,,,,,,,,,,,
2004,Sander Land,Netherlands,,450,75.00%,23/291,92.44%,Gold,,,,,,,
2004,Wilke van der Schee,Netherlands,,320,53.33%,102/291,65.29%,Bronze,,,,,,,
2004,Steven te Brinke,Netherlands,,310,51.67%,108/291,63.23%,Bronze,,,,,,,
2004,Eva van Viegen,Netherlands,,,,,,,,,,,,,
2003,Ronald van der Velden,Netherlands,,325.9,54.32%,33/265,87.92%,Silver,,,,,,,
2003,Sander Land,Netherlands,,246.9,41.15%,73/265,72.83%,Bronze,,,,,,,
2003,Marijn Kruisselbrink,Netherlands,,224.9,37.48%,92/265,65.66%,Bronze,,,,,,,
2003,Eva van Viegen,Netherlands,,,,,,,,,,,,,
2002,Tijmen Tieleman,Netherlands,,257,42.83%,44/276,84.42%,Silver,,,,,,,
2002,Bram Kuijvenhoven,Netherlands,,202,33.67%,84/276,69.93%,Bronze,,,,,,,
2002,Marijn Kruisselbrink,Netherlands,,155,25.83%,125/276,55.07%,Bronze,,,,,,,
2002,Cynthia Kop,Netherlands,,,,,,,,,,,,,
2001,Bram Kuijvenhoven,Netherlands,,186,31.00%,108/272,60.66%,Bronze,,,,,,,
2001,Wilke van der Schee,Netherlands,,165,27.50%,123/272,55.15%,Bronze,,,,,,,
2001,Nolan Hartkamp,Netherlands,,,,,,,,,,,,,
2001,Danny Oude Bos,Netherlands,,,,,,,,,,,,,
2000,Wouter Waalewijn,Netherlands,,390,55.71%,74/278,73.74%,Bronze,,,,,,,
2000,Vincent Groenhuis,Netherlands,,250,35.71%,129/278,53.96%,Bronze,,,,,,,
2000,Danny Oude Bos,Netherlands,,,,,,,,,,,,,
2000,Stefan de Koning,Netherlands,,,,,,,,,,,,,
1999,Mathijs Vogelzang,Netherlands,,457,76.17%,2/253,99.60%,Gold,,,,,,,
1999,Jan Kuipers,Netherlands,,207,34.50%,78/253,69.57%,Bronze,,,,,,,
1999,Wouter Waalewijn,Netherlands,,160,26.67%,112/253,56.13%,Bronze,,,,,,,
1999,Marte Koning,Netherlands,,,,,,,,,,,,,
1998,Mathijs Vogelzang,Netherlands,,520,74.29%,49/241,80.08%,Silver,,,,,,,
1998,Joost Batenburg,Netherlands,,480,68.57%,63/241,74.27%,Bronze,,,,,,,
1998,Herbert Beltman,Netherlands,,470,67.14%,71/241,70.95%,Bronze,,,,,,,
1998,Elsmarieke van de Giessen,Netherlands,,60,8.57%,197/241,18.67%,,,,,,,,
1997,Joost Batenburg,Netherlands,,348,58.00%,34/221,85.07%,Silver,,,,,,,
1997,Wilke Havinga,Netherlands,,222,37.00%,95/221,57.47%,Bronze,,,,,,,
1997,Judith Helgers,Netherlands,,92,15.33%,176/221,20.81%,,,,,,,,
1997,Marieke van der Vugt,Netherlands,,9,1.50%,211/221,4.98%,,,,,,,,
1996,Edwin Woudt,Netherlands,,175,87.50%,21/220,90.91%,Silver,,,,,,,
1996,Sebastiaan Overdijk,Netherlands,,109,54.50%,102/220,54.09%,Bronze,,,,,,,
1996,Marieke van der Vugt,Netherlands,,32,16.00%,196/220,11.36%,,,,,,,,
1996,Judith Helgers,Netherlands,,0,0.00%,215/220,2.73%,,,,,,,,
1995,Arjen Vreugdenhil,Netherlands,,143,71.50%,29/210,86.67%,Silver,,,,,,,
1995,Joris van Rantwijk,Netherlands,,121,60.50%,54/210,74.76%,Silver,,,,,,,
1995,Jaap Beetstra,Netherlands,,118,59.00%,57/210,73.33%,Bronze,,,,,,,
1995,Marja Vreugdenhil,Netherlands,,25,12.50%,175/210,17.14%,,,,,,,,
1995,Marieke van der Vugt,Netherlands,,2,1.00%,201/210,4.76%,,,,,,,,
1994,Jaap Beetstra,Netherlands,,141,70.50%,19/189,90.48%,Silver,,,,,,,
1994,Edwin Woudt,Netherlands,,80,40.00%,68/189,64.55%,Bronze,,,,,,,
1994,Marja Vreugdenhil,Netherlands,,,,,,,,,,,,,
1994,Mareille Ypma,Netherlands,,,,,,,,,,,,,
1993,Arjen Vreugdenhil,Netherlands,,126,63.00%,76/155,51.61%,Bronze,,,,,,,
1993,Jaap Beetstra,Netherlands,,126,63.00%,76/155,51.61%,Bronze,,,,,,,
1993,Mareille Ypma,Netherlands,,,,,,,,,,,,,
1993,Fieke Dekkers,Netherlands,,,,,,,,,,,,,
1992,Maarten ter Huurne,Netherlands,,195,97.50%,14/171,92.40%,Silver,,,,,,,
1992,Fieke Dekkers,Netherlands,,,,,,,,,,,,,
1992,Danny van der Vorden,Netherlands,,,,,,,,,,,,,
1992,Harmke De Groot,Netherlands,,,,,,,,,,,,,
1991,Fieke Dekkers,Netherlands,,101,50.50%,44/68,36.76%,Bronze,,,,,,,
1991,Jan Alexander Heimel,Netherlands,,94,47.00%,49/68,29.41%,,,,,,,,
1991,Kees-Jan van der Kolk,Netherlands,,32,16.00%,58/68,16.18%,,,,,,,,
1990,Fieke Dekkers,Netherlands,,,,,,,,,,,,,
1990,Micha Savelsbergh,Netherlands,,,,,,,,,,,,,
1990,Fleur Keplin,Netherlands,,,,,,,,,,,,,
