Mexico  4 Jose Santiago Jara 149 24,2 -0,894 7,5 -1,252 43,85 -0,253 26,45 -0,720 -3,119 -0,969 23,25 19,75 43,0 0,482 -0,487 45,13 149 Bronze
Mongolia  4 Ashid Amarsanaa 150 54,5 1,527 25,8 0,256 51,15 0,274 34,45 -0,390 1,667 0,518 16,5 11,75 28,3 -1,010 -0,492 45,08 150 Bronze
Japan  4 Shoko Hama 151 17,5 -1,429 25,68 0,246 49,35 0,144 29,75 -0,584 -1,623 -0,504 19,75 18,5 38,3 0,001 -0,503 44,97 151 Bronze
Switzerland  3 Michelle Noemi Knecht 152 36,6 0,097 20,37 -0,192 36,6 -0,775 45,05 0,046 -0,824 -0,256 16 19,75 35,8 -0,251 -0,507 44,93 152 Bronze
Brazil 3 Amarylis Lins Torres 153 29,85 -0,442 17,6 -0,420 30,7 -1,201 39,95 -0,164 -2,227 -0,692 19 21 40,0 0,178 -0,514 44,86 153 Bronze
Denmark  2 Rasmus Hildebrandt 154 25,2 -0,814 20,625 -0,171 45,05 -0,166 42,95 -0,040 -1,191 -0,370 20,75 16 36,8 -0,150 -0,520 44,80 154 Bronze
Greece  4 Petroula Leventaki 155 30,4 -0,398 33,75 0,911 47,65 0,022 26,7 -0,710 -0,176 -0,055 18,75 14,5 33,3 -0,504 -0,559 44,41 155 Bronze
Latvia  2 Ernests Tomass Auzins 156 28,5 -0,550 20,1 -0,214 44,55 -0,202 31,5 -0,512 -1,478 -0,459 18,75 18 36,8 -0,150 -0,610 43,90 156 Bronze
Mexico  3 Edwin Chavez 157 33,5 -0,150 4,88 -1,468 48,9 0,112 24,25 -0,811 -2,318 -0,720 17,5 21,75 39,3 0,102 -0,618 43,82 157 Bronze
Greece  3 Viktoria Zarrou 158 45 0,768 18,5 -0,346 33,65 -0,988 34,3 -0,397 -0,962 -0,299 18,75 15,75 34,5 -0,378 -0,677 43,23 158 Bronze
Spain  2 Carlos Ramon Guevara 159 24 -0,910 22,51 -0,015 40 -0,530 16,1 -1,146 -2,602 -0,808 20,25 19,25 39,5 0,128 -0,680 43,20 159 Bronze
Sweden  1 Ella Margareta Karinsdotter Ostlund 160 32,5 -0,230 13,25 -0,779 39,9 -0,537 41,1 -0,116 -1,663 -0,517 21,75 14,75 36,5 -0,176 -0,692 43,08 160 Bronze
Slovenia  2 Tina Logonder 161 30,2 -0,414 26,395 0,305 49 0,119 37,05 -0,283 -0,274 -0,085 17,25 14,75 32,0 -0,631 -0,716 42,84 161 Bronze
Australia  4 Sai Allison Campbell 162 29,5 -0,470 15,38 -0,603 49,15 0,130 30,3 -0,561 -1,505 -0,467 16,75 19 35,8 -0,251 -0,719 42,81 162 Bronze
Syria  4 Haya George Nassour 163 36,2 0,065 13,85 -0,729 49,7 0,169 44,3 0,015 -0,479 -0,149 13,25 19 32,3 -0,605 -0,754 42,46 163 Bronze
Luxembourg  3 Marie Everard 164 21,2 -1,133 24,35 0,136 44,45 -0,209 76,8 1,354 0,148 0,046 12,5 17,5 30,0 -0,833 -0,787 42,13 164 Bronze
Argentina  3 Guillermo Fabian Pacheco 165 36,6 0,097 12,75 -0,820 33 -1,035 24,2 -0,813 -2,570 -0,799 18 20,25 38,3 0,001 -0,797 42,03 165 Merit
Philippines  2 Maria Janine Leano Juachon 166 40,6 0,417 17,52 -0,427 38,75 -0,620 35,5 -0,347 -0,977 -0,304 18,25 15 33,3 -0,504 -0,808 41,92 166 Merit
Portugal  2 Filipa Oliveira 167 29,1 -0,502 27,47 0,393 44,8 -0,184 41,8 -0,088 -0,380 -0,118 15,5 15,75 31,3 -0,706 -0,825 41,75 167 Merit
Turkmenistan 3 Kerimguly Gurbanmuhammedov 168 37,4 0,161 9,5 -1,088 37,1 -0,739 49,45 0,227 -1,438 -0,447 16,25 18 34,3 -0,403 -0,850 41,50 168 Merit
Iceland  3 Gizur Sigfusson 169 33,5 -0,150 18,2 -0,371 59,1 0,847 4,4 -1,628 -1,302 -0,405 16,75 17 33,8 -0,454 -0,858 41,42 169 Merit
Costa Rica  2 Marco Andrey Vega Chaves 170 37,5 0,169 25,4 0,223 31 -1,179 38,5 -0,224 -1,011 -0,314 17,5 15,25 32,8 -0,555 -0,869 41,31 170 Merit
Pakistan  3 Laiba Naseer 171 28 -0,590 20,8 -0,156 37,3 -0,725 85,95 1,731 0,260 0,081 14 14,5 28,5 -0,985 -0,904 40,96 171 Merit
Uzbekistan  2 Alisher Odilov 172 30 -0,430 18,25 -0,367 25,5 -1,576 30,5 -0,553 -2,926 -0,909 21 17 38,0 -0,024 -0,933 40,67 172 Merit
Uzbekistan  3 Khusen Egamov 173 21,6 -1,101 23,6 0,074 40,35 -0,505 81,45 1,546 0,014 0,004 14,75 14 28,8 -0,959 -0,955 40,45 173 Merit
Ukraine  4 Iryna Poplevicheva 174 51,8 1,312 14,1 -0,709 24,8 -1,626 31,4 -0,516 -1,539 -0,478 17,75 15,75 33,5 -0,479 -0,957 40,43 174 Merit
Moldova 4 Ilinca Mazureac 175 35,9 0,041 26,61 0,322 35,5 -0,855 28,8 -0,623 -1,114 -0,346 21,25 10,5 31,8 -0,656 -1,002 39,98 175 Merit
Armenia  2 Artavazd Farsyan 176 33 -0,190 22,95 0,021 39,7 -0,552 23,7 -0,833 -1,555 -0,483 17,25 15,75 33,0 -0,530 -1,013 39,87 176 Merit
Costa Rica  3 Joel Jose Rojas Gutierrez 177 51,9 1,320 14,525 -0,674 41,9 -0,393 31,95 -0,493 -0,240 -0,075 13,25 15,5 28,8 -0,959 -1,034 39,66 177 Merit
Croatia  2 Kian Bigovic Villi 178 41,5 0,489 17,9 -0,395 35,05 -0,887 15,8 -1,159 -1,953 -0,607 18,25 15,25 33,5 -0,479 -1,086 39,14 178 Merit
Costa Rica  1 Walter Alberto Chaves Umana 179 18 -1,389 22,33 -0,030 38 -0,674 20,95 -0,947 -3,040 -0,945 19 17,75 36,8 -0,150 -1,095 39,05 179 Merit
Iceland  2 Hera Gautadottir 180 21,2 -1,133 26,75 0,334 47,9 0,040 43,3 -0,026 -0,786 -0,244 13,75 16 29,8 -0,858 -1,102 38,98 180 Merit
Latvia  4 Anitra Zile 181 24 -0,910 19,125 -0,294 49,2 0,133 33,8 -0,417 -1,488 -0,462 17 14,5 31,5 -0,681 -1,143 38,57 181 Merit
Mexico  2 Gerardo Cendejas 182 14 -1,709 24,77 0,171 37,75 -0,692 16 -1,151 -3,381 -1,050 20 17,25 37,3 -0,100 -1,150 38,50 182 Merit
Georgia  1 Saba Birkadze 183 36,6 0,097 10,475 -1,007 36,65 -0,772 16 -1,151 -2,832 -0,880 18,5 17 35,5 -0,277 -1,157 38,43 183 Merit
Uzbekistan  1 Khosiyatkhon Kudratova 184 19 -1,309 7,7 -1,236 26,4 -1,511 0 -1,810 -5,866 -1,822 25,75 18,5 44,3 0,608 -1,214 37,86 184 Merit
Belgium  3 Zelda Amelie Fery 185 17,75 -1,409 24,85 0,177 55,95 0,620 14,55 -1,210 -1,822 -0,566 17 14,25 31,3 -0,706 -1,272 37,28 185 Merit
Brazil 4 Pedro Henrique Silva De Oliveira 186 35,9 0,041 8,9 -1,137 36,35 -0,793 7,8 -1,488 -3,378 -1,049 19 17 36,0 -0,226 -1,275 37,25 186 Merit
Montenegro  1 Marko Susic 187 33,4 -0,158 5,25 -1,438 53,6 0,451 24,45 -0,802 -1,948 -0,605 16,75 14,75 31,5 -0,681 -1,286 37,14 187 Merit
Belgium  4 Lucas Chojnacki 188 42,4 0,561 12,8 -0,816 30,9 -1,187 38,2 -0,236 -1,678 -0,521 16 14,25 30,3 -0,808 -1,329 36,71 188 Merit
Greece  1 Achilleas Eleftherakis 189 21 -1,149 16,08 -0,545 51,05 0,267 13,6 -1,249 -2,677 -0,832 20,75 12,25 33,0 -0,530 -1,361 36,39 189 Merit
Sweden  4 Miriam Rosen 190 25,5 -0,790 16,5 -0,511 61,15 0,995 40,95 -0,123 -0,428 -0,133 15,75 10,25 26,0 -1,237 -1,370 36,30 190 Merit
Croatia  4 Mirna Reljic 191 32,4 -0,238 18,7 -0,329 27,35 -1,443 22,7 -0,875 -2,885 -0,896 19,5 14 33,5 -0,479 -1,375 36,25 191 Merit
Croatia  3 Elizabeta Gegic 192 30 -0,430 19,25 -0,284 32,35 -1,082 32,8 -0,458 -2,255 -0,700 17,75 13,5 31,3 -0,706 -1,407 35,93 192
Sri Lanka 3Gunasinghe Arachchige
Hasitha Geeth Gunasinghe193 36,5 0,089 7,85 -1,224 45,1 -0,162 12 -1,315 -2,612 -0,811 13,75 18,5 32,3 -0,605 -1,417 35,83 193
Pakistan  2 Ahmad Salik 194 17,5 -1,429 16,32 -0,526 57,15 0,707 47,8 0,160 -1,088 -0,338 12,5 14,75 27,3 -1,111 -1,449 35,51 194
Armenia  3 Lilit Grigoryan 195 24,5 -0,870 16,08 -0,545 36,15 -0,808 13,7 -1,245 -3,468 -1,077 16,5 18 34,5 -0,378 -1,455 35,45 195
Nigeria  2 Somkene Dike Alakwe 196 34 -0,111 17,08 -0,463 23,5 -1,720 32 -0,491 -2,785 -0,865 17,25 15 32,3 -0,605 -1,471 35,29 196
Slovenia  3 Klemen Kirbus 197 28 -0,590 30,1 0,610 59,45 0,873 7,3 -1,509 -0,616 -0,191 13,5 12 25,5 -1,288 -1,479 35,21 197
Norway  3 Bendik Bull-Hansen 198 29,9 -0,438 16,15 -0,540 32,55 -1,068 24,7 -0,792 -2,837 -0,881 12,25 19,75 32,0 -0,631 -1,512 34,88 198
Argentina  2 Mariano Brasca 199 33,5 -0,150 6,1 -1,368 34,6 -0,920 20,3 -0,973 -3,411 -1,060 17,75 15,75 33,5 -0,479 -1,539 34,61 199
Italy  4 Michele Russo 200 12 -1,868 6 -1,376 48,15 0,058 26 -0,739 -3,925 -1,219 21,25 13,75 35,0 -0,327 -1,547 34,53 200
Kyrgyzstan  4 Medetbekov Aibek 201 17,5 -1,429 15,31 -0,609 43,7 -0,263 28,7 -0,627 -2,928 -0,910 17 14,75 31,8 -0,656 -1,566 34,34 201
Moldova 2 Dan Clipca 202 26,5 -0,710 22,85 0,013 32,95 -1,039 14,8 -1,200 -2,936 -0,912 16,75 15 31,8 -0,656 -1,568 34,32 202
Bangladesh  2 Prokriti Projukti 203 27,65 -0,618 25,35 0,219 56,5 0,660 22,7 -0,875 -0,614 -0,191 13 11,5 24,5 -1,389 -1,580 34,20 203
IBO 2018 Ranking 3"
"Practicals Theory Combined Scaled
Code Name Rank P1 animal t(P1) P2 plant t(P2) P3 evolution t(P3) P4 biochem t(P4) t-sum t(t-sum) T1 T2 Tsum t(Tsum) t-final score Rank Award
Kyrgyzstan  1 Eminov Tilek 204 28 -0,590 22,2 -0,041 26 -1,540 38,45 -0,226 -2,397 -0,745 15 14,25 29,3 -0,909 -1,653 33,47 204
Canada  4 Valerie Liu 205 21,2 -1,133 8,5 -1,170 55,7 0,602 24,95 -0,782 -2,483 -0,771 15,75 13,75 29,5 -0,883 -1,655 33,45 205
Sri Lanka  1 Chamod Madushanka Edirisinghe 206 29 -0,510 16,95 -0,474 40,55 -0,491 54,95 0,454 -1,020 -0,317 12,5 12,5 25,0 -1,338 -1,655 33,45 206
Belgium  2 Wout Kerkaert 207 42,7 0,585 12,91 -0,807 26 -1,540 27,9 -0,660 -2,422 -0,752 18,75 10,5 29,3 -0,909 -1,661 33,39 207
Azerbaijan  3 Nargiz Mammadli 208 21 -1,149 4,25 -1,520 48,6 0,090 68,6 1,016 -1,563 -0,486 14,75 11,25 26,0 -1,237 -1,723 32,77 208
Kyrgyzstan  3 Turdakunov Kadyrbek 209 28,2 -0,574 14,23 -0,698 20,9 -1,908 48,7 0,197 -2,983 -0,927 17 13,25 30,3 -0,808 -1,734 32,66 209
Pakistan  4 Saad Khan 210 26,9 -0,678 4,6 -1,491 36,4 -0,790 29,45 -0,596 -3,556 -1,105 15,25 16,5 31,8 -0,656 -1,761 32,39 210
Sri Lanka 4 Udara Nirmani Samaranayake 211 23 -0,989 22,1 -0,049 37,5 -0,711 43,35 -0,024 -1,773 -0,551 10,5 15,5 26,0 -1,237 -1,788 32,12 211
Kyrgyzstan  2 Momunov Apyk 212 23 -0,989 4 -1,541 32 -1,107 25,45 -0,761 -4,399 -1,367 18,5 15,5 34,0 -0,428 -1,795 32,05 212
Qatar  2 Majed Bader Alnama 213 33,4 -0,158 13 -0,799 31 -1,179 37,75 -0,255 -2,391 -0,743 14,25 13,25 27,5 -1,086 -1,829 31,71 213
Sweden  3 Anna Lundgren 214 26 -0,750 8,725 -1,152 32,7 -1,057 17,8 -1,076 -4,034 -1,253 15,75 16,75 32,5 -0,580 -1,833 31,67 214
Pakistan  1 Muhammad Abdullah 215 24,5 -0,870 16,35 -0,523 43,4 -0,285 50,95 0,289 -1,388 -0,431 12,75 11,5 24,3 -1,414 -1,846 31,54 215
Moldova  1 Dorina Bunciuc 216 20,4 -1,197 22,75 0,004 38 -0,674 40,2 -0,154 -2,021 -0,628 12,25 13,25 25,5 -1,288 -1,916 30,84 216
Azerbaijan  2 Gunel Mahmudova 217 36 0,049 14,3 -0,692 37,15 -0,736 20,75 -0,955 -2,333 -0,725 13,5 12,75 26,3 -1,212 -1,937 30,63 217
Azerbaijan  1 Vagif Mammedzada 218 32,2 -0,254 25,6 0,239 30,15 -1,241 5,8 -1,571 -2,827 -0,878 17,5 10,25 27,8 -1,060 -1,939 30,61 218
Armenia  1 Anush Margaryan 219 27,4 -0,638 16 -0,552 32,1 -1,100 20,2 -0,977 -3,267 -1,015 15,75 13,25 29,0 -0,934 -1,949 30,51 219
Portugal  3 Tiago Rodrigues 220 27,2 -0,654 11 -0,964 32 -1,107 10 -1,398 -4,123 -1,281 14,5 17 31,5 -0,681 -1,962 30,38 220
Iraq  2 Mohammed Ahmed Mudheher Altalabani 221 31,2 -0,334 9 -1,129 34,05 -0,959 30,3 -0,561 -2,984 -0,927 16 12 28,0 -1,035 -1,962 30,38 221
Luxembourg  2 Letizia Schlim 222 29,7 -0,454 22,1 -0,049 37,2 -0,732 7,2 -1,513 -2,749 -0,854 14,5 12,75 27,3 -1,111 -1,965 30,35 222
Cyprus  4 Constantinos Tsiolakkis 223 17,5 -1,429 21 -0,140 33,1 -1,028 45 0,044 -2,553 -0,793 13,5 12,5 26,0 -1,237 -2,030 29,70 223
Belgium  1 Pieter De Hoon 224 25,9 -0,758 18,75 -0,325 45,5 -0,134 5,4 -1,587 -2,804 -0,871 12 14,25 26,3 -1,212 -2,083 29,17 224
Mexico  1 Arieh Diaz De Leon 225 21 -1,149 17,72 -0,410 31,8 -1,122 47,25 0,137 -2,544 -0,790 11 14 25,0 -1,338 -2,129 28,71 225
Iraq  3 Lazo Bakhtiar Ali 226 28 -0,590 13,85 -0,729 35,5 -0,855 40,75 -0,131 -2,305 -0,716 11,75 12,5 24,3 -1,414 -2,130 28,70 226
Bangladesh  4 Tamzid Hossain Tanim 227 11,5 -1,908 0,75 -1,809 47 -0,025 34,4 -0,393 -4,135 -1,285 12,75 17 29,8 -0,858 -2,143 28,57 227
Mongolia  3 Altanzul Bazarvaani 228 28,4 -0,558 10,1 -1,038 27,65 -1,421 33,95 -0,411 -3,428 -1,065 15,75 11,75 27,5 -1,086 -2,151 28,49 228
Philippines  3 Matthew Keizo Salcedo Yuda 229 19,5 -1,269 5,85 -1,388 26,1 -1,533 32,85 -0,456 -4,647 -1,444 13,25 17,75 31,0 -0,732 -2,175 28,25 229
Mongolia  1 Norjmaa Amarjargal 230 30,5 -0,390 17,25 -0,449 31,4 -1,150 9,2 -1,431 -3,420 -1,063 14,5 12,25 26,8 -1,162 -2,224 27,76 230
Uzbekistan  4 Elshod Jalolov 231 26,5 -0,710 11,5 -0,923 30,7 -1,201 42,45 -0,061 -2,894 -0,899 17 8 25,0 -1,338 -2,238 27,62 231
Bangladesh  1 Bayezid Mia 232 25,5 -0,790 11,33 -0,937 49,75 0,173 10,6 -1,373 -2,927 -0,909 14,25 10,75 25,0 -1,338 -2,248 27,52 232
Norway  2 Rafael Bing 233 25,1 -0,822 11,3 -0,939 24,1 -1,677 30,5 -0,553 -3,991 -1,240 12,75 15,5 28,3 -1,010 -2,250 27,50 233
South Africa  3 Uluthando Luyolo Jili 234 14 -1,709 19 -0,305 42,55 -0,346 24,05 -0,819 -3,178 -0,987 12,75 13 25,8 -1,263 -2,250 27,50 234
Norway  4 Haakon Rolfsen Ask 235 27,4 -0,638 7,5 -1,252 32,05 -1,104 14 -1,233 -4,227 -1,313 17,25 11,25 28,5 -0,985 -2,298 27,02 235
Cyprus  3 Andreas Dramiotis 236 16 -1,549 15,4 -0,601 37,8 -0,689 23,9 -0,825 -3,664 -1,138 16 10,75 26,8 -1,162 -2,300 27,00 236
Qatar  4 Jassim Nasser Al-Ansari 237 17 -1,469 10,125 -1,036 40,2 -0,516 9,6 -1,414 -4,435 -1,378 14,25 14,5 28,8 -0,959 -2,337 26,63 237
South Africa  1 James Pretorius 238 28,5 -0,550 12,375 -0,851 33 -1,035 34,75 -0,378 -2,814 -0,874 12,75 10,75 23,5 -1,490 -2,364 26,36 238
Syria  1 Nour Talb Haedar 239 20 -1,229 11,535 -0,920 26 -1,540 12,5 -1,295 -4,984 -1,548 11,75 18 29,8 -0,858 -2,406 25,94 239
Cyprus  2 Georgios Petrou 240 17 -1,469 3,25 -1,603 45,05 -0,166 39,75 -0,172 -3,410 -1,059 14,25 10,5 24,8 -1,364 -2,423 25,77 240
Colombia  2 Andreis Alfonso Calderon 241 26,8 -0,686 17,3 -0,445 32,05 -1,104 34,45 -0,390 -2,625 -0,815 11 11,25 22,3 -1,617 -2,432 25,68 241
South Africa  2 Muhammad Zaid Bayat 242 26 -0,750 13,375 -0,768 26,45 -1,507 16,05 -1,148 -4,174 -1,297 12,25 14 26,3 -1,212 -2,509 24,91 242
Iceland  1 Arni Bjarnsteinsson 243 15,5 -1,589 6,125 -1,366 44,2 -0,227 0 -1,810 -4,991 -1,551 14,25 14,5 28,8 -0,959 -2,510 24,90 243
Armenia  4 Tigran Vagharshakyan 244 25,4 -0,798 3,35 -1,594 26,35 -1,515 39,1 -0,199 -4,106 -1,276 15,25 10,75 26,0 -1,237 -2,513 24,87 244
Turkmenistan 4 Azim Ovezmyradov 245 21,2 -1,133 16,3 -0,527 30,7 -1,201 10,2 -1,389 -4,251 -1,321 13,5 12,75 26,3 -1,212 -2,533 24,67 245
Iceland  4 Oern Steinar Sigurbjoernsson 246 18,2 -1,373 0 -1,871 34 -0,963 41,5 -0,100 -4,307 -1,338 13 13,25 26,3 -1,212 -2,550 24,50 246
South Africa  4 Okuhle Londiswa Aphiwe Mkhize 247 18,6 -1,341 10,3 -1,022 26,5 -1,504 13,2 -1,266 -5,132 -1,594 11,25 15 26,3 -1,212 -2,807 21,93 247
Georgia  3 Joni Gvazava 248 31,2 -0,334 5,75 -1,397 31,85 -1,118 14,1 -1,229 -4,078 -1,267 9,5 12,75 22,3 -1,617 -2,883 21,17 248
Nigeria  4 Emmanuel Chubiyojo Ogu 249 20,5 -1,189 12,17 -0,868 26,2 -1,526 4 -1,645 -5,227 -1,624 12,5 13 25,5 -1,288 -2,912 20,88 249
Azerbaijan  4 Inci Nasirova 250 17,7 -1,413 4,9 -1,467 38,55 -0,635 8,8 -1,447 -4,962 -1,541 13 11,25 24,3 -1,414 -2,956 20,44 250
Montenegro  2 Aleksa Petkovic 251 22,5 -1,029 1,7 -1,730 29,5 -1,288 8,6 -1,455 -5,503 -1,709 12 13,25 25,3 -1,313 -3,023 19,77 251
Iraq  1 Danyar Ahmed Mohammed 252 15 -1,629 10,3 -1,022 21,3 -1,879 4,8 -1,612 -6,141 -1,908 12,5 14,5 27,0 -1,136 -3,044 19,56 252
Norway  1 Victoria Dontsova 253 8 -2,188 5,5 -1,417 38,15 -0,664 3,25 -1,676 -5,945 -1,847 9,75 15,75 25,5 -1,288 -3,135 18,65 253
Montenegro  3 Luka Velasevic 254 12 -1,868 5,1 -1,450 29,05 -1,320 3,4 -1,670 -6,308 -1,960 13,25 13,25 26,5 -1,187 -3,147 18,53 254
Colombia  4 Carlos Andres Del Valle 255 18 -1,389 9,4 -1,096 32,5 -1,071 17,8 -1,076 -4,632 -1,439 12,25 7,5 19,8 -1,869 -3,308 16,92 255
Turkmenistan 1 Goshun Nurunyazov 256 13,2 -1,773 8 -1,211 23 -1,756 4,4 -1,628 -6,368 -1,978 14,5 10,5 25,0 -1,338 -3,317 16,83 256
Colombia  3 Maria  Alejandra De Angel 257 14,6 -1,661 1 -1,788 26,15 -1,529 10,2 -1,389 -6,367 -1,978 14 10 24,0 -1,440 -3,418 15,82 257
Qatar  3 Amna Al-Mannai 258 17,2 -1,453 8,7 -1,154 32,55 -1,068 4,8 -1,612 -5,286 -1,642 7,25 11 18,3 -2,021 -3,663 13,37 258
Iraq  4 Rawand Fatah Abdalla 259 20 -1,229 4,25 -1,520 23 -1,756 8,8 -1,447 -5,953 -1,849 6 9,5 15,5 -2,299 -4,148 8,52 259
Nigeria  3 Chigozie Somtochi Akalonu 260 1 -2,747 9,875 -1,057 29,25 -1,306 5,2 -1,595 -6,705 -2,083 7 10,75 17,8 -2,072 -4,155 8,45 260
Qatar  1 Ghada Al-Khuzaei 261 14 -1,709 5,275 -1,436 18,4 -2,088 0 -1,810 -7,042 -2,188 9,25 6,75 16,0 -2,249 -4,436 5,64 261
Mean 35,38 0,00 22,70 0,00 47,35 0,00 43,93 0,00 0,00 0,00 19,53 18,70 38,24 0,00 0,00 50,00
Standard deviation 12,52 1,00 12,13 1,00 13,87 1,00 24,27 1,00 3,22 1,00 5,19 5,39 9,89 1,00 1,87 18,70
Max 71,40 2,88 59,53 3,03 85,55 2,76 92,00 1,98 8,16 2,54 35,25 35,50 70,75 3,29 4,81 98,13
Min 1,00 -2,75 0,00 -1,87 18,40 -2,09 0,00 -1,81 -7,04 -2,19 6,00 6,75 15,50 -2,30 -4,44 5,64
Median 34,00 -0,11 21,20 -0,12 47,80 0,03 40,40 -0,15 -0,04 -0,01 19,25 18,00 38,00 -0,02 0,01 50,10
IBO 2018 Ranking 4"
